experiment,size,run,call_count,time_in_ms
no-op,-,6,10000000,5.900000
no-op,-,7,10000000,5.600000
no-op,-,8,10000000,5.700000
no-op,-,9,10000000,5.700000
no-op,-,10,10000000,5.900000
no-op,-,11,10000000,5.700000
no-op,-,12,10000000,6.000000
no-op,-,13,10000000,5.900000
no-op,-,14,10000000,5.900000
no-op,-,15,10000000,5.700000
no-op,-,16,10000000,5.800000
no-op,-,17,10000000,5.900000
no-op,-,18,10000000,5.700000
no-op,-,19,10000000,5.800000
no-op,-,20,10000000,5.800000
no-op,-,21,10000000,5.800000
no-op,-,22,10000000,5.700000
no-op,-,23,10000000,5.900000
no-op,-,24,10000000,5.800000
no-op,-,25,10000000,6.000000
no-op,-,26,10000000,5.800000
no-op,-,27,10000000,5.900000
no-op,-,28,10000000,5.800000
no-op,-,29,10000000,5.800000
no-op,-,30,10000000,5.900000
full_matrix,small,1,1,0.100000
full_matrix,small,2,1,0.200000
full_matrix,small,3,1,0.100000
full_matrix,small,4,1,0.200000
full_matrix,small,5,1,0.200000
full_matrix,small,6,1,0.100000
full_matrix,small,7,1,0.200000
full_matrix,small,8,1,0.100000
full_matrix,small,9,1,0.200000
full_matrix,small,10,1,0.100000
full_matrix,small,11,1,0.100000
full_matrix,small,12,1,0.100000
full_matrix,small,13,1,0.300000
full_matrix,small,14,1,0.100000
full_matrix,small,15,1,0.100000
full_matrix,small,16,1,0.100000
full_matrix,small,17,1,0.200000
full_matrix,small,18,1,0.100000
full_matrix,small,19,1,0.200000
full_matrix,small,20,1,0.100000
full_matrix,small,21,1,0.200000
full_matrix,small,22,1,0.100000
full_matrix,small,23,1,0.200000
full_matrix,small,24,1,0.200000
full_matrix,small,25,1,0.100000
full_matrix,small,26,1,0.200000
full_matrix,small,27,1,0.100000
full_matrix,small,28,1,0.200000
full_matrix,small,29,1,0.200000
full_matrix,small,30,1,0.100000
row_matrix,small,1,64,0.100000
row_matrix,small,2,64,0.200000
row_matrix,small,3,64,0.200000
row_matrix,small,4,64,0.000000
row_matrix,small,5,64,0.300000
row_matrix,small,6,64,0.100000
row_matrix,small,7,64,0.200000
row_matrix,small,8,64,0.100000
row_matrix,small,9,64,0.200000
row_matrix,small,10,64,0.100000
row_matrix,small,11,64,0.800000
row_matrix,small,12,64,0.100000
row_matrix,small,13,64,0.100000
row_matrix,small,14,64,0.200000
row_matrix,small,15,64,0.200000
row_matrix,small,16,64,0.200000
row_matrix,small,17,64,0.100000
row_matrix,small,18,64,0.200000
row_matrix,small,19,64,0.100000
row_matrix,small,20,64,0.200000
row_matrix,small,21,64,0.100000
row_matrix,small,22,64,0.100000
row_matrix,small,23,64,0.200000
row_matrix,small,24,64,0.100000
row_matrix,small,25,64,0.200000
row_matrix,small,26,64,0.100000
row_matrix,small,27,64,0.200000
row_matrix,small,28,64,0.100000
row_matrix,small,29,64,0.200000
row_matrix,small,30,64,0.100000
cell_matrix,small,1,4096,0.300000
cell_matrix,small,2,4096,0.100000
cell_matrix,small,3,4096,0.200000
cell_matrix,small,4,4096,0.200000
cell_matrix,small,5,4096,0.200000
cell_matrix,small,6,4096,0.300000
cell_matrix,small,7,4096,0.100000
cell_matrix,small,8,4096,0.200000
cell_matrix,small,9,4096,0.100000
cell_matrix,small,10,4096,0.200000
cell_matrix,small,11,4096,0.300000
cell_matrix,small,12,4096,0.100000
cell_matrix,small,13,4096,0.200000
cell_matrix,small,14,4096,0.200000
cell_matrix,small,15,4096,0.100000
cell_matrix,small,16,4096,0.200000
cell_matrix,small,17,4096,0.200000
cell_matrix,small,18,4096,0.200000
cell_matrix,small,19,4096,0.200000
cell_matrix,small,20,4096,0.200000
cell_matrix,small,21,4096,0.200000
cell_matrix,small,22,4096,0.100000
cell_matrix,small,23,4096,0.200000
cell_matrix,small,24,4096,0.200000
cell_matrix,small,25,4096,0.200000
cell_matrix,small,26,4096,0.200000
cell_matrix,small,27,4096,0.100000
cell_matrix,small,28,4096,0.200000
cell_matrix,small,29,4096,0.200000
cell_matrix,small,30,4096,0.200000
full_matrix,medium,1,1,13.800000
full_matrix,medium,2,1,13.800000
full_matrix,medium,3,1,13.700000
full_matrix,medium,4,1,14.000000
full_matrix,medium,5,1,14.000000
full_matrix,medium,6,1,13.900000
full_matrix,medium,7,1,14.000000
full_matrix,medium,8,1,13.900000
full_matrix,medium,9,1,13.600000
full_matrix,medium,10,1,14.400000
full_matrix,medium,11,1,14.000000
full_matrix,medium,12,1,13.900000
full_matrix,medium,13,1,14.000000
full_matrix,medium,14,1,13.900000
full_matrix,medium,15,1,13.900000
full_matrix,medium,16,1,13.900000
full_matrix,medium,17,1,13.900000
full_matrix,medium,18,1,13.800000
full_matrix,medium,19,1,14.000000
full_matrix,medium,20,1,13.800000
full_matrix,medium,21,1,14.000000
full_matrix,medium,22,1,13.800000
full_matrix,medium,23,1,13.900000
full_matrix,medium,24,1,13.900000
full_matrix,medium,25,1,13.900000
full_matrix,medium,26,1,13.900000
full_matrix,medium,27,1,13.900000
full_matrix,medium,28,1,13.900000
full_matrix,medium,29,1,13.900000
full_matrix,medium,30,1,13.900000
row_matrix,medium,1,256,14.900000
row_matrix,medium,2,256,15.000000
row_matrix,medium,3,256,15.000000
row_matrix,medium,4,256,15.000000
row_matrix,medium,5,256,14.900000
row_matrix,medium,6,256,15.000000
row_matrix,medium,7,256,14.900000
row_matrix,medium,8,256,14.800000
row_matrix,medium,9,256,14.900000
row_matrix,medium,10,256,15.000000
row_matrix,medium,11,256,14.900000
row_matrix,medium,12,256,15.100000
row_matrix,medium,13,256,15.000000
row_matrix,medium,14,256,15.200000
row_matrix,medium,15,256,14.800000
row_matrix,medium,16,256,14.900000
row_matrix,medium,17,256,14.800000
row_matrix,medium,18,256,15.000000
row_matrix,medium,19,256,15.100000
row_matrix,medium,20,256,15.000000
row_matrix,medium,21,256,15.200000
row_matrix,medium,22,256,15.000000
row_matrix,medium,23,256,15.100000
row_matrix,medium,24,256,14.900000
row_matrix,medium,25,256,14.900000
row_matrix,medium,26,256,15.000000
row_matrix,medium,27,256,15.200000
row_matrix,medium,28,256,15.000000
row_matrix,medium,29,256,15.000000
row_matrix,medium,30,256,15.100000
cell_matrix,medium,1,65536,15.600000
cell_matrix,medium,2,65536,15.800000
cell_matrix,medium,3,65536,15.800000
cell_matrix,medium,4,65536,15.800000
cell_matrix,medium,5,65536,16.000000
cell_matrix,medium,6,65536,15.500000
cell_matrix,medium,7,65536,15.800000
cell_matrix,medium,8,65536,15.600000
cell_matrix,medium,9,65536,15.600000
cell_matrix,medium,10,65536,16.200000
cell_matrix,medium,11,65536,15.700000
cell_matrix,medium,12,65536,15.700000
cell_matrix,medium,13,65536,15.600000
cell_matrix,medium,14,65536,15.700000
cell_matrix,medium,15,65536,15.500000
cell_matrix,medium,16,65536,15.900000
cell_matrix,medium,17,65536,16.000000
cell_matrix,medium,18,65536,15.700000
cell_matrix,medium,19,65536,15.800000
cell_matrix,medium,20,65536,15.800000
cell_matrix,medium,21,65536,15.700000
cell_matrix,medium,22,65536,15.800000
cell_matrix,medium,23,65536,15.800000
cell_matrix,medium,24,65536,15.800000
cell_matrix,medium,25,65536,15.700000
cell_matrix,medium,26,65536,15.600000
cell_matrix,medium,27,65536,15.800000
cell_matrix,medium,28,65536,15.800000
cell_matrix,medium,29,65536,15.800000
cell_matrix,medium,30,65536,15.800000
full_matrix,large,1,1,128.400000
full_matrix,large,2,1,129.200000
full_matrix,large,3,1,128.100000
full_matrix,large,4,1,132.900000
full_matrix,large,5,1,129.600000
full_matrix,large,6,1,130.900000
full_matrix,large,7,1,133.900000
full_matrix,large,8,1,134.600000
full_matrix,large,9,1,136.100000
full_matrix,large,10,1,129.700000
full_matrix,large,11,1,131.500000
full_matrix,large,12,1,127.700000
full_matrix,large,13,1,128.500000
full_matrix,large,14,1,128.800000
full_matrix,large,15,1,129.400000
full_matrix,large,16,1,128.000000
full_matrix,large,17,1,127.500000
full_matrix,large,18,1,128.800000
full_matrix,large,19,1,128.800000
full_matrix,large,20,1,128.000000
full_matrix,large,21,1,129.300000
full_matrix,large,22,1,128.700000
full_matrix,large,23,1,129.000000
full_matrix,large,24,1,127.800000
full_matrix,large,25,1,127.900000
full_matrix,large,26,1,128.900000
full_matrix,large,27,1,128.900000
full_matrix,large,28,1,129.000000
full_matrix,large,29,1,130.300000
full_matrix,large,30,1,128.700000
row_matrix,large,1,512,149.100000
row_matrix,large,2,512,148.500000
row_matrix,large,3,512,148.800000
row_matrix,large,4,512,148.700000
row_matrix,large,5,512,149.000000
row_matrix,large,6,512,146.100000
row_matrix,large,7,512,149.000000
row_matrix,large,8,512,148.200000
row_matrix,large,9,512,147.600000
row_matrix,large,10,512,148.300000
row_matrix,large,11,512,149.000000
row_matrix,large,12,512,148.600000
row_matrix,large,13,512,147.300000
row_matrix,large,14,512,149.800000
row_matrix,large,15,512,148.700000
row_matrix,large,16,512,148.600000
row_matrix,large,17,512,148.800000
row_matrix,large,18,512,148.200000
row_matrix,large,19,512,146.800000
row_matrix,large,20,512,148.200000
row_matrix,large,21,512,148.600000
row_matrix,large,22,512,147.800000
row_matrix,large,23,512,150.500000
row_matrix,large,24,512,147.900000
row_matrix,large,25,512,147.900000
row_matrix,large,26,512,148.400000
row_matrix,large,27,512,147.700000
row_matrix,large,28,512,147.800000
row_matrix,large,29,512,148.300000
row_matrix,large,30,512,149.800000
full_matrix,very_large,1,1,4228.200000
full_matrix,very_large,2,1,4225.000000
full_matrix,very_large,3,1,4236.300000
full_matrix,very_large,4,1,4225.800000
full_matrix,very_large,5,1,4219.100000
full_matrix,very_large,6,1,4221.300000
full_matrix,very_large,7,1,4222.700000
full_matrix,very_large,8,1,4217.800000
full_matrix,very_large,9,1,4223.600000
full_matrix,very_large,10,1,4224.600000
full_matrix,very_large,11,1,4223.300000
full_matrix,very_large,12,1,4227.500000
full_matrix,very_large,13,1,4221.400000
full_matrix,very_large,14,1,4222.100000
full_matrix,very_large,15,1,4222.500000
full_matrix,very_large,16,1,4221.400000
full_matrix,very_large,17,1,4221.500000
full_matrix,very_large,18,1,4228.700000
full_matrix,very_large,19,1,4232.600000
full_matrix,very_large,20,1,4220.700000
full_matrix,very_large,21,1,4222.500000
full_matrix,very_large,22,1,4222.500000
full_matrix,very_large,23,1,4223.200000
full_matrix,very_large,24,1,4221.800000
full_matrix,very_large,25,1,4223.000000
full_matrix,very_large,26,1,4221.400000
full_matrix,very_large,27,1,4225.900000
full_matrix,very_large,28,1,4222.600000
full_matrix,very_large,29,1,4221.400000
full_matrix,very_large,30,1,4222.900000
row_matrix,very_large,1,1024,4175.300000
row_matrix,very_large,2,1024,4165.200000
row_matrix,very_large,3,1024,4163.700000
row_matrix,very_large,4,1024,4167.100000
row_matrix,very_large,5,1024,4162.700000
row_matrix,very_large,6,1024,4166.100000
row_matrix,very_large,7,1024,4177.600000
row_matrix,very_large,8,1024,4163.500000
row_matrix,very_large,9,1024,4163.200000
row_matrix,very_large,10,1024,4167.700000
row_matrix,very_large,11,1024,4162.200000
row_matrix,very_large,12,1024,4165.700000
row_matrix,very_large,13,1024,4169.000000
row_matrix,very_large,14,1024,4168.000000
row_matrix,very_large,15,1024,4164.300000
row_matrix,very_large,16,1024,4185.800000
row_matrix,very_large,17,1024,4169.000000
row_matrix,very_large,18,1024,4163.400000
row_matrix,very_large,19,1024,4162.800000
row_matrix,very_large,20,1024,4163.400000
row_matrix,very_large,21,1024,4165.200000
row_matrix,very_large,22,1024,4160.100000
row_matrix,very_large,23,1024,4160.900000
row_matrix,very_large,24,1024,4166.100000
row_matrix,very_large,25,1024,4171.500000
row_matrix,very_large,26,1024,4166.900000
row_matrix,very_large,27,1024,4334.000000
row_matrix,very_large,28,1024,4345.200000
row_matrix,very_large,29,1024,4178.700000
row_matrix,very_large,30,1024,4191.300000
