experiment,size,run,call_count,time_in_ms
no-op,-,6,10000000,5.500000
no-op,-,7,10000000,5.700000
no-op,-,8,10000000,5.800000
no-op,-,9,10000000,5.700000
no-op,-,10,10000000,5.800000
no-op,-,11,10000000,5.700000
no-op,-,12,10000000,5.500000
no-op,-,13,10000000,5.600000
no-op,-,14,10000000,5.800000
no-op,-,15,10000000,5.700000
no-op,-,16,10000000,5.500000
no-op,-,17,10000000,5.700000
no-op,-,18,10000000,5.600000
no-op,-,19,10000000,5.600000
no-op,-,20,10000000,5.700000
no-op,-,21,10000000,5.800000
no-op,-,22,10000000,5.600000
no-op,-,23,10000000,5.700000
no-op,-,24,10000000,5.600000
no-op,-,25,10000000,5.500000
no-op,-,26,10000000,5.500000
no-op,-,27,10000000,5.700000
no-op,-,28,10000000,5.600000
no-op,-,29,10000000,5.500000
no-op,-,30,10000000,5.500000
full_matrix,small,1,1,0.500000
full_matrix,small,2,1,0.600000
full_matrix,small,3,1,0.600000
full_matrix,small,4,1,0.700000
full_matrix,small,5,1,0.600000
full_matrix,small,6,1,0.700000
full_matrix,small,7,1,0.700000
full_matrix,small,8,1,0.500000
full_matrix,small,9,1,0.600000
full_matrix,small,10,1,0.700000
full_matrix,small,11,1,0.500000
full_matrix,small,12,1,0.600000
full_matrix,small,13,1,0.500000
full_matrix,small,14,1,0.600000
full_matrix,small,15,1,0.600000
full_matrix,small,16,1,0.700000
full_matrix,small,17,1,0.600000
full_matrix,small,18,1,0.600000
full_matrix,small,19,1,0.600000
full_matrix,small,20,1,0.600000
full_matrix,small,21,1,0.600000
full_matrix,small,22,1,0.400000
full_matrix,small,23,1,0.600000
full_matrix,small,24,1,0.500000
full_matrix,small,25,1,0.700000
full_matrix,small,26,1,0.500000
full_matrix,small,27,1,0.600000
full_matrix,small,28,1,0.500000
full_matrix,small,29,1,0.600000
full_matrix,small,30,1,0.600000
row_matrix,small,1,64,0.600000
row_matrix,small,2,64,0.600000
row_matrix,small,3,64,0.700000
row_matrix,small,4,64,0.600000
row_matrix,small,5,64,0.600000
row_matrix,small,6,64,0.600000
row_matrix,small,7,64,0.600000
row_matrix,small,8,64,0.500000
row_matrix,small,9,64,0.600000
row_matrix,small,10,64,0.700000
row_matrix,small,11,64,0.800000
row_matrix,small,12,64,0.600000
row_matrix,small,13,64,0.600000
row_matrix,small,14,64,0.500000
row_matrix,small,15,64,0.600000
row_matrix,small,16,64,0.600000
row_matrix,small,17,64,0.600000
row_matrix,small,18,64,0.600000
row_matrix,small,19,64,0.600000
row_matrix,small,20,64,0.500000
row_matrix,small,21,64,0.600000
row_matrix,small,22,64,0.600000
row_matrix,small,23,64,0.600000
row_matrix,small,24,64,0.500000
row_matrix,small,25,64,0.500000
row_matrix,small,26,64,0.600000
row_matrix,small,27,64,0.500000
row_matrix,small,28,64,0.600000
row_matrix,small,29,64,0.500000
row_matrix,small,30,64,0.700000
cell_matrix,small,1,4096,0.600000
cell_matrix,small,2,4096,0.600000
cell_matrix,small,3,4096,0.700000
cell_matrix,small,4,4096,0.500000
cell_matrix,small,5,4096,0.500000
cell_matrix,small,6,4096,0.600000
cell_matrix,small,7,4096,0.700000
cell_matrix,small,8,4096,0.600000
cell_matrix,small,9,4096,0.600000
cell_matrix,small,10,4096,0.600000
cell_matrix,small,11,4096,0.500000
cell_matrix,small,12,4096,0.600000
cell_matrix,small,13,4096,0.500000
cell_matrix,small,14,4096,0.600000
cell_matrix,small,15,4096,0.600000
cell_matrix,small,16,4096,0.500000
cell_matrix,small,17,4096,0.600000
cell_matrix,small,18,4096,0.600000
cell_matrix,small,19,4096,0.500000
cell_matrix,small,20,4096,0.600000
cell_matrix,small,21,4096,0.600000
cell_matrix,small,22,4096,0.500000
cell_matrix,small,23,4096,0.600000
cell_matrix,small,24,4096,0.500000
cell_matrix,small,25,4096,0.600000
cell_matrix,small,26,4096,0.600000
cell_matrix,small,27,4096,0.500000
cell_matrix,small,28,4096,0.700000
cell_matrix,small,29,4096,0.600000
cell_matrix,small,30,4096,0.500000
full_matrix,medium,1,1,37.100000
full_matrix,medium,2,1,37.000000
full_matrix,medium,3,1,37.200000
full_matrix,medium,4,1,37.300000
full_matrix,medium,5,1,36.700000
full_matrix,medium,6,1,37.000000
full_matrix,medium,7,1,36.600000
full_matrix,medium,8,1,36.900000
full_matrix,medium,9,1,36.800000
full_matrix,medium,10,1,37.500000
full_matrix,medium,11,1,37.000000
full_matrix,medium,12,1,38.300000
full_matrix,medium,13,1,37.300000
full_matrix,medium,14,1,36.300000
full_matrix,medium,15,1,37.000000
full_matrix,medium,16,1,37.300000
full_matrix,medium,17,1,36.900000
full_matrix,medium,18,1,36.800000
full_matrix,medium,19,1,37.100000
full_matrix,medium,20,1,36.900000
full_matrix,medium,21,1,36.900000
full_matrix,medium,22,1,37.100000
full_matrix,medium,23,1,37.600000
full_matrix,medium,24,1,36.800000
full_matrix,medium,25,1,36.800000
full_matrix,medium,26,1,36.900000
full_matrix,medium,27,1,36.500000
full_matrix,medium,28,1,37.100000
full_matrix,medium,29,1,36.800000
full_matrix,medium,30,1,37.500000
row_matrix,medium,1,256,38.100000
row_matrix,medium,2,256,38.000000
row_matrix,medium,3,256,38.300000
row_matrix,medium,4,256,38.500000
row_matrix,medium,5,256,38.200000
row_matrix,medium,6,256,38.300000
row_matrix,medium,7,256,38.400000
row_matrix,medium,8,256,38.400000
row_matrix,medium,9,256,38.700000
row_matrix,medium,10,256,38.500000
row_matrix,medium,11,256,38.300000
row_matrix,medium,12,256,38.300000
row_matrix,medium,13,256,38.600000
row_matrix,medium,14,256,38.900000
row_matrix,medium,15,256,39.400000
row_matrix,medium,16,256,38.400000
row_matrix,medium,17,256,38.400000
row_matrix,medium,18,256,38.300000
row_matrix,medium,19,256,38.800000
row_matrix,medium,20,256,39.000000
row_matrix,medium,21,256,38.500000
row_matrix,medium,22,256,39.000000
row_matrix,medium,23,256,38.400000
row_matrix,medium,24,256,38.600000
row_matrix,medium,25,256,42.200000
row_matrix,medium,26,256,39.300000
row_matrix,medium,27,256,39.000000
row_matrix,medium,28,256,38.900000
row_matrix,medium,29,256,38.600000
row_matrix,medium,30,256,38.200000
cell_matrix,medium,1,65536,40.100000
cell_matrix,medium,2,65536,38.900000
cell_matrix,medium,3,65536,39.100000
cell_matrix,medium,4,65536,38.800000
cell_matrix,medium,5,65536,39.400000
cell_matrix,medium,6,65536,39.200000
cell_matrix,medium,7,65536,38.500000
cell_matrix,medium,8,65536,38.800000
cell_matrix,medium,9,65536,39.200000
cell_matrix,medium,10,65536,39.400000
cell_matrix,medium,11,65536,39.400000
cell_matrix,medium,12,65536,39.200000
cell_matrix,medium,13,65536,39.500000
cell_matrix,medium,14,65536,38.900000
cell_matrix,medium,15,65536,39.100000
cell_matrix,medium,16,65536,39.100000
cell_matrix,medium,17,65536,39.500000
cell_matrix,medium,18,65536,39.200000
cell_matrix,medium,19,65536,39.000000
cell_matrix,medium,20,65536,39.500000
cell_matrix,medium,21,65536,39.100000
cell_matrix,medium,22,65536,39.000000
cell_matrix,medium,23,65536,39.300000
cell_matrix,medium,24,65536,39.400000
cell_matrix,medium,25,65536,39.400000
cell_matrix,medium,26,65536,38.900000
cell_matrix,medium,27,65536,39.100000
cell_matrix,medium,28,65536,38.800000
cell_matrix,medium,29,65536,39.100000
cell_matrix,medium,30,65536,38.900000
full_matrix,large,1,1,303.300000
full_matrix,large,2,1,348.100000
full_matrix,large,3,1,329.800000
full_matrix,large,4,1,305.300000
full_matrix,large,5,1,310.900000
full_matrix,large,6,1,299.600000
full_matrix,large,7,1,301.700000
full_matrix,large,8,1,309.000000
full_matrix,large,9,1,301.700000
full_matrix,large,10,1,301.300000
full_matrix,large,11,1,299.500000
full_matrix,large,12,1,298.300000
full_matrix,large,13,1,299.500000
full_matrix,large,14,1,298.600000
full_matrix,large,15,1,298.900000
full_matrix,large,16,1,298.100000
full_matrix,large,17,1,297.600000
full_matrix,large,18,1,300.500000
full_matrix,large,19,1,296.700000
full_matrix,large,20,1,296.300000
full_matrix,large,21,1,297.200000
full_matrix,large,22,1,299.200000
full_matrix,large,23,1,300.700000
full_matrix,large,24,1,300.600000
full_matrix,large,25,1,299.800000
full_matrix,large,26,1,303.600000
full_matrix,large,27,1,296.400000
full_matrix,large,28,1,295.800000
full_matrix,large,29,1,296.900000
full_matrix,large,30,1,296.800000
row_matrix,large,1,512,307.700000
row_matrix,large,2,512,309.800000
row_matrix,large,3,512,315.200000
row_matrix,large,4,512,309.200000
row_matrix,large,5,512,308.500000
row_matrix,large,6,512,308.600000
row_matrix,large,7,512,308.900000
row_matrix,large,8,512,346.100000
row_matrix,large,9,512,309.400000
row_matrix,large,10,512,313.200000
row_matrix,large,11,512,319.600000
row_matrix,large,12,512,311.100000
row_matrix,large,13,512,311.900000
row_matrix,large,14,512,309.700000
row_matrix,large,15,512,309.900000
row_matrix,large,16,512,313.500000
row_matrix,large,17,512,308.900000
row_matrix,large,18,512,310.600000
row_matrix,large,19,512,321.300000
row_matrix,large,20,512,307.900000
row_matrix,large,21,512,315.200000
row_matrix,large,22,512,317.500000
row_matrix,large,23,512,303.800000
row_matrix,large,24,512,336.300000
row_matrix,large,25,512,311.000000
row_matrix,large,26,512,313.200000
row_matrix,large,27,512,308.300000
row_matrix,large,28,512,303.100000
row_matrix,large,29,512,303.000000
row_matrix,large,30,512,309.000000
full_matrix,very_large,1,1,3817.200000
full_matrix,very_large,2,1,3868.500000
full_matrix,very_large,3,1,3856.200000
full_matrix,very_large,4,1,3817.400000
full_matrix,very_large,5,1,3900.100000
full_matrix,very_large,6,1,3910.800000
full_matrix,very_large,7,1,3910.700000
full_matrix,very_large,8,1,3814.400000
full_matrix,very_large,9,1,3913.000000
full_matrix,very_large,10,1,3927.300000
full_matrix,very_large,11,1,3982.700000
full_matrix,very_large,12,1,3734.800000
full_matrix,very_large,13,1,4030.300000
full_matrix,very_large,14,1,4007.100000
full_matrix,very_large,15,1,4010.500000
full_matrix,very_large,16,1,3963.500000
full_matrix,very_large,17,1,3949.600000
full_matrix,very_large,18,1,3919.700000
full_matrix,very_large,19,1,3562.000000
full_matrix,very_large,20,1,3623.900000
full_matrix,very_large,21,1,3961.200000
full_matrix,very_large,22,1,3994.400000
full_matrix,very_large,23,1,3710.000000
full_matrix,very_large,24,1,3456.700000
full_matrix,very_large,25,1,3470.100000
full_matrix,very_large,26,1,3924.900000
full_matrix,very_large,27,1,3917.600000
full_matrix,very_large,28,1,3752.600000
full_matrix,very_large,29,1,3724.900000
full_matrix,very_large,30,1,3747.900000
row_matrix,very_large,1,1024,3503.900000
row_matrix,very_large,2,1024,3486.200000
row_matrix,very_large,3,1024,3499.300000
row_matrix,very_large,4,1024,3551.500000
row_matrix,very_large,5,1024,3480.000000
row_matrix,very_large,6,1024,3535.800000
row_matrix,very_large,7,1024,3691.600000
row_matrix,very_large,8,1024,3853.700000
row_matrix,very_large,9,1024,3599.500000
row_matrix,very_large,10,1024,3650.200000
row_matrix,very_large,11,1024,3501.100000
row_matrix,very_large,12,1024,3757.400000
row_matrix,very_large,13,1024,3596.400000
row_matrix,very_large,14,1024,3627.300000
row_matrix,very_large,15,1024,3489.600000
row_matrix,very_large,16,1024,3387.200000
row_matrix,very_large,17,1024,3325.300000
row_matrix,very_large,18,1024,3367.300000
row_matrix,very_large,19,1024,3426.600000
row_matrix,very_large,20,1024,3402.600000
row_matrix,very_large,21,1024,3409.600000
row_matrix,very_large,22,1024,3312.800000
row_matrix,very_large,23,1024,3416.100000
row_matrix,very_large,24,1024,3358.800000
row_matrix,very_large,25,1024,3332.100000
row_matrix,very_large,26,1024,3445.400000
row_matrix,very_large,27,1024,3780.000000
row_matrix,very_large,28,1024,3432.000000
row_matrix,very_large,29,1024,3756.100000
row_matrix,very_large,30,1024,3958.800000
