experiment,size,run,call_count,time_in_ms
no-op,-,6,10000000,5.400000
no-op,-,7,10000000,5.400000
no-op,-,8,10000000,5.500000
no-op,-,9,10000000,5.600000
no-op,-,10,10000000,5.600000
no-op,-,11,10000000,5.600000
no-op,-,12,10000000,5.700000
no-op,-,13,10000000,5.700000
no-op,-,14,10000000,5.700000
no-op,-,15,10000000,5.800000
no-op,-,16,10000000,6.000000
no-op,-,17,10000000,6.100000
no-op,-,18,10000000,5.800000
no-op,-,19,10000000,6.000000
no-op,-,20,10000000,6.100000
no-op,-,21,10000000,6.000000
no-op,-,22,10000000,5.800000
no-op,-,23,10000000,5.800000
no-op,-,24,10000000,6.000000
no-op,-,25,10000000,5.600000
no-op,-,26,10000000,5.700000
no-op,-,27,10000000,5.800000
no-op,-,28,10000000,5.700000
no-op,-,29,10000000,5.700000
no-op,-,30,10000000,5.900000
full_matrix,small,1,1,0.600000
full_matrix,small,2,1,0.500000
full_matrix,small,3,1,0.700000
full_matrix,small,4,1,0.500000
full_matrix,small,5,1,0.700000
full_matrix,small,6,1,0.500000
full_matrix,small,7,1,0.600000
full_matrix,small,8,1,0.600000
full_matrix,small,9,1,0.600000
full_matrix,small,10,1,0.600000
full_matrix,small,11,1,0.600000
full_matrix,small,12,1,0.600000
full_matrix,small,13,1,0.600000
full_matrix,small,14,1,0.500000
full_matrix,small,15,1,0.600000
full_matrix,small,16,1,0.700000
full_matrix,small,17,1,0.500000
full_matrix,small,18,1,0.600000
full_matrix,small,19,1,0.700000
full_matrix,small,20,1,0.500000
full_matrix,small,21,1,0.600000
full_matrix,small,22,1,0.600000
full_matrix,small,23,1,0.500000
full_matrix,small,24,1,0.700000
full_matrix,small,25,1,0.500000
full_matrix,small,26,1,0.500000
full_matrix,small,27,1,0.700000
full_matrix,small,28,1,0.500000
full_matrix,small,29,1,0.700000
full_matrix,small,30,1,0.500000
row_matrix,small,1,64,0.600000
row_matrix,small,2,64,0.600000
row_matrix,small,3,64,0.600000
row_matrix,small,4,64,0.600000
row_matrix,small,5,64,0.700000
row_matrix,small,6,64,0.600000
row_matrix,small,7,64,0.600000
row_matrix,small,8,64,0.600000
row_matrix,small,9,64,0.600000
row_matrix,small,10,64,0.700000
row_matrix,small,11,64,0.900000
row_matrix,small,12,64,0.600000
row_matrix,small,13,64,0.500000
row_matrix,small,14,64,0.600000
row_matrix,small,15,64,0.600000
row_matrix,small,16,64,0.600000
row_matrix,small,17,64,0.600000
row_matrix,small,18,64,0.600000
row_matrix,small,19,64,0.500000
row_matrix,small,20,64,0.600000
row_matrix,small,21,64,0.500000
row_matrix,small,22,64,0.600000
row_matrix,small,23,64,0.500000
row_matrix,small,24,64,0.600000
row_matrix,small,25,64,0.600000
row_matrix,small,26,64,0.500000
row_matrix,small,27,64,0.600000
row_matrix,small,28,64,0.500000
row_matrix,small,29,64,0.600000
row_matrix,small,30,64,0.600000
cell_matrix,small,1,4096,0.600000
cell_matrix,small,2,4096,0.600000
cell_matrix,small,3,4096,0.600000
cell_matrix,small,4,4096,0.600000
cell_matrix,small,5,4096,0.600000
cell_matrix,small,6,4096,0.600000
cell_matrix,small,7,4096,0.600000
cell_matrix,small,8,4096,0.700000
cell_matrix,small,9,4096,0.600000
cell_matrix,small,10,4096,0.600000
cell_matrix,small,11,4096,0.600000
cell_matrix,small,12,4096,0.600000
cell_matrix,small,13,4096,0.600000
cell_matrix,small,14,4096,0.500000
cell_matrix,small,15,4096,0.700000
cell_matrix,small,16,4096,0.500000
cell_matrix,small,17,4096,0.700000
cell_matrix,small,18,4096,0.500000
cell_matrix,small,19,4096,0.500000
cell_matrix,small,20,4096,0.600000
cell_matrix,small,21,4096,0.600000
cell_matrix,small,22,4096,0.600000
cell_matrix,small,23,4096,0.600000
cell_matrix,small,24,4096,0.600000
cell_matrix,small,25,4096,0.600000
cell_matrix,small,26,4096,0.600000
cell_matrix,small,27,4096,0.500000
cell_matrix,small,28,4096,0.700000
cell_matrix,small,29,4096,0.500000
cell_matrix,small,30,4096,0.600000
full_matrix,medium,1,1,38.000000
full_matrix,medium,2,1,38.000000
full_matrix,medium,3,1,38.000000
full_matrix,medium,4,1,37.100000
full_matrix,medium,5,1,37.200000
full_matrix,medium,6,1,38.100000
full_matrix,medium,7,1,37.800000
full_matrix,medium,8,1,37.200000
full_matrix,medium,9,1,37.000000
full_matrix,medium,10,1,38.000000
full_matrix,medium,11,1,38.100000
full_matrix,medium,12,1,37.900000
full_matrix,medium,13,1,37.800000
full_matrix,medium,14,1,37.900000
full_matrix,medium,15,1,38.300000
full_matrix,medium,16,1,38.100000
full_matrix,medium,17,1,37.700000
full_matrix,medium,18,1,37.300000
full_matrix,medium,19,1,38.100000
full_matrix,medium,20,1,38.000000
full_matrix,medium,21,1,37.800000
full_matrix,medium,22,1,37.500000
full_matrix,medium,23,1,37.900000
full_matrix,medium,24,1,38.100000
full_matrix,medium,25,1,38.000000
full_matrix,medium,26,1,37.100000
full_matrix,medium,27,1,37.200000
full_matrix,medium,28,1,38.200000
full_matrix,medium,29,1,37.900000
full_matrix,medium,30,1,37.900000
row_matrix,medium,1,256,39.200000
row_matrix,medium,2,256,39.600000
row_matrix,medium,3,256,39.900000
row_matrix,medium,4,256,39.500000
row_matrix,medium,5,256,39.400000
row_matrix,medium,6,256,39.600000
row_matrix,medium,7,256,39.600000
row_matrix,medium,8,256,39.500000
row_matrix,medium,9,256,38.500000
row_matrix,medium,10,256,39.400000
row_matrix,medium,11,256,39.700000
row_matrix,medium,12,256,39.600000
row_matrix,medium,13,256,39.000000
row_matrix,medium,14,256,39.200000
row_matrix,medium,15,256,39.800000
row_matrix,medium,16,256,39.700000
row_matrix,medium,17,256,39.400000
row_matrix,medium,18,256,39.200000
row_matrix,medium,19,256,39.300000
row_matrix,medium,20,256,39.600000
row_matrix,medium,21,256,39.400000
row_matrix,medium,22,256,39.200000
row_matrix,medium,23,256,39.100000
row_matrix,medium,24,256,39.700000
row_matrix,medium,25,256,39.300000
row_matrix,medium,26,256,39.200000
row_matrix,medium,27,256,38.800000
row_matrix,medium,28,256,39.500000
row_matrix,medium,29,256,39.500000
row_matrix,medium,30,256,38.900000
cell_matrix,medium,1,65536,39.600000
cell_matrix,medium,2,65536,40.200000
cell_matrix,medium,3,65536,40.100000
cell_matrix,medium,4,65536,39.800000
cell_matrix,medium,5,65536,39.900000
cell_matrix,medium,6,65536,40.300000
cell_matrix,medium,7,65536,40.300000
cell_matrix,medium,8,65536,40.100000
cell_matrix,medium,9,65536,39.900000
cell_matrix,medium,10,65536,39.900000
cell_matrix,medium,11,65536,41.300000
cell_matrix,medium,12,65536,40.300000
cell_matrix,medium,13,65536,39.700000
cell_matrix,medium,14,65536,40.000000
cell_matrix,medium,15,65536,40.200000
cell_matrix,medium,16,65536,40.300000
cell_matrix,medium,17,65536,40.200000
cell_matrix,medium,18,65536,40.200000
cell_matrix,medium,19,65536,40.100000
cell_matrix,medium,20,65536,41.200000
cell_matrix,medium,21,65536,40.400000
cell_matrix,medium,22,65536,39.800000
cell_matrix,medium,23,65536,40.100000
cell_matrix,medium,24,65536,40.200000
cell_matrix,medium,25,65536,40.900000
cell_matrix,medium,26,65536,41.300000
cell_matrix,medium,27,65536,41.300000
cell_matrix,medium,28,65536,39.800000
cell_matrix,medium,29,65536,40.200000
cell_matrix,medium,30,65536,40.500000
full_matrix,large,1,1,314.100000
full_matrix,large,2,1,309.300000
full_matrix,large,3,1,309.600000
full_matrix,large,4,1,310.900000
full_matrix,large,5,1,309.700000
full_matrix,large,6,1,309.100000
full_matrix,large,7,1,307.600000
full_matrix,large,8,1,309.900000
full_matrix,large,9,1,312.100000
full_matrix,large,10,1,311.700000
full_matrix,large,11,1,310.900000
full_matrix,large,12,1,319.200000
full_matrix,large,13,1,314.200000
full_matrix,large,14,1,316.200000
full_matrix,large,15,1,315.100000
full_matrix,large,16,1,317.700000
full_matrix,large,17,1,314.100000
full_matrix,large,18,1,312.900000
full_matrix,large,19,1,312.000000
full_matrix,large,20,1,311.400000
full_matrix,large,21,1,312.100000
full_matrix,large,22,1,311.100000
full_matrix,large,23,1,311.000000
full_matrix,large,24,1,311.000000
full_matrix,large,25,1,310.100000
full_matrix,large,26,1,309.700000
full_matrix,large,27,1,313.400000
full_matrix,large,28,1,311.600000
full_matrix,large,29,1,310.100000
full_matrix,large,30,1,309.400000
row_matrix,large,1,512,322.800000
row_matrix,large,2,512,318.000000
row_matrix,large,3,512,316.900000
row_matrix,large,4,512,325.600000
row_matrix,large,5,512,326.600000
row_matrix,large,6,512,320.900000
row_matrix,large,7,512,322.400000
row_matrix,large,8,512,319.700000
row_matrix,large,9,512,315.500000
row_matrix,large,10,512,316.600000
row_matrix,large,11,512,316.800000
row_matrix,large,12,512,316.800000
row_matrix,large,13,512,316.900000
row_matrix,large,14,512,316.000000
row_matrix,large,15,512,318.000000
row_matrix,large,16,512,317.900000
row_matrix,large,17,512,319.600000
row_matrix,large,18,512,323.400000
row_matrix,large,19,512,324.400000
row_matrix,large,20,512,318.400000
row_matrix,large,21,512,317.500000
row_matrix,large,22,512,314.200000
row_matrix,large,23,512,315.400000
row_matrix,large,24,512,309.500000
row_matrix,large,25,512,309.400000
row_matrix,large,26,512,312.000000
row_matrix,large,27,512,313.200000
row_matrix,large,28,512,312.900000
row_matrix,large,29,512,321.600000
row_matrix,large,30,512,311.000000
full_matrix,very_large,1,1,4555.800000
full_matrix,very_large,2,1,4742.200000
full_matrix,very_large,3,1,4624.800000
full_matrix,very_large,4,1,4074.400000
full_matrix,very_large,5,1,4289.200000
full_matrix,very_large,6,1,3945.900000
full_matrix,very_large,7,1,4078.500000
full_matrix,very_large,8,1,3957.500000
full_matrix,very_large,9,1,3929.900000
full_matrix,very_large,10,1,3927.500000
full_matrix,very_large,11,1,3983.900000
full_matrix,very_large,12,1,3890.300000
full_matrix,very_large,13,1,4053.200000
full_matrix,very_large,14,1,4257.800000
full_matrix,very_large,15,1,3818.800000
full_matrix,very_large,16,1,3930.700000
full_matrix,very_large,17,1,4216.500000
full_matrix,very_large,18,1,4030.900000
full_matrix,very_large,19,1,4210.400000
full_matrix,very_large,20,1,4026.600000
full_matrix,very_large,21,1,4237.900000
full_matrix,very_large,22,1,4002.400000
full_matrix,very_large,23,1,3883.500000
full_matrix,very_large,24,1,4078.400000
full_matrix,very_large,25,1,3864.300000
full_matrix,very_large,26,1,3822.600000
full_matrix,very_large,27,1,4001.600000
full_matrix,very_large,28,1,3891.800000
full_matrix,very_large,29,1,3891.700000
full_matrix,very_large,30,1,3910.400000
row_matrix,very_large,1,1024,3896.300000
row_matrix,very_large,2,1024,3928.000000
row_matrix,very_large,3,1024,4173.100000
row_matrix,very_large,4,1024,3903.800000
row_matrix,very_large,5,1024,3930.600000
row_matrix,very_large,6,1024,4296.100000
row_matrix,very_large,7,1024,3920.000000
row_matrix,very_large,8,1024,3923.100000
row_matrix,very_large,9,1024,3756.200000
row_matrix,very_large,10,1024,4082.900000
row_matrix,very_large,11,1024,4025.000000
row_matrix,very_large,12,1024,3990.600000
row_matrix,very_large,13,1024,4118.700000
row_matrix,very_large,14,1024,3856.900000
row_matrix,very_large,15,1024,3854.100000
row_matrix,very_large,16,1024,3903.000000
row_matrix,very_large,17,1024,3847.400000
row_matrix,very_large,18,1024,3828.900000
row_matrix,very_large,19,1024,3884.300000
row_matrix,very_large,20,1024,3843.900000
row_matrix,very_large,21,1024,3893.000000
row_matrix,very_large,22,1024,3883.500000
row_matrix,very_large,23,1024,3875.700000
row_matrix,very_large,24,1024,3959.100000
row_matrix,very_large,25,1024,3872.600000
row_matrix,very_large,26,1024,3840.300000
row_matrix,very_large,27,1024,3844.100000
row_matrix,very_large,28,1024,3845.700000
row_matrix,very_large,29,1024,3929.900000
row_matrix,very_large,30,1024,4093.600000
